ID,Type,RA,DECL,ID_OGLE_II,ID_OGLE_III,ID_OGLE_IV,ID_OTHER,I,V,V_I,P,dP,T0,A,Ecc,Incl,Peri,Var,Model,S,C,Remarks
OGLE-LMC-HB-0427,RG,5.899953,-64.2865,-99.99,-99.99,LMC600.02.71,OGLE-LMC-ECL-38909,16.296,17.602,1.306,186.79,0.15,9184.1,0.03,0.184,87,99.6,-99.99,1,0.00561,0.00206,
OGLE-LMC-HB-0428,RG,5.943083,-70.206528,-99.99,LMC192.4.10576,LMC560.14.24,-99.99,15.805,17.247,1.442,402.39,0.34,9133.7,0.022,0.141,53.8,168.3,-99.99,1,0.0076,0.0012,
OGLE-LMC-HB-0429,RG,6.046356,-68.896889,-99.99,LMC204.8.6198,LMC561.09.28,-99.99,15.433,17.028,1.595,281.05,0.19,9029.9,0.022,0.306,19.7,139,-99.99,0,0.0084,-0.0089,
OGLE-LMC-HB-0430,RG,6.046864,-70.339278,-99.99,LMC199.3.3605,LMC560.02.5674,-99.99,15.784,17.307,1.523,282.943,0.087,9274.5,0.043,0.2543,44,126,-99.99,1,0.01387,-0.00272,
OGLE-LMC-HB-0431,RG,6.050917,-70.022417,-99.99,LMC206.8.26,LMC560.10.5035,OGLE-LMC-ECL-25690,15.563,17.156,1.593,300.545,0.052,9190.6,0.076,0.2898,51.18,53.4,-99.99,1,0.01648,-0.00206,
OGLE-LMC-HB-0432,RG,6.052508,-72.494056,-99.99,LMC202.8.4655,LMC558.13.4102,-99.99,15.56,17.135,1.575,538.93,0.28,9230.8,0.035,0.442,60.9,3.3,-99.99,1,0.00357,0.00182,
OGLE-LMC-HB-0433,RG,6.072311,-69.256056,-99.99,-99.99,LMC568.25.32,-99.99,15.337,16.827,1.49,375.7,0.59,9028.6,0.038,0.168,58.6,119.1,ECL,0,0.0103,-0.0009,
OGLE-LMC-HB-0434,RG,6.149942,-72.958278,-99.99,LMC211.8.66,LMC558.02.52,-99.99,16.17,17.556,1.386,232.201,0.092,9108.5,0.032,0.294,34.8,36,-99.99,1,0.01175,-0.0061,
OGLE-LMC-HB-0435,RG,6.150239,-72.3505,-99.99,LMC210.7.43,LMC558.19.17,-99.99,15.157,16.783,1.626,601.18,0.6,9245.8,0.023,0.483,72,100,ECL,1,0.00134,0.00079,
OGLE-LMC-HB-0436,RG,6.174381,-71.056083,-99.99,LMC208.2.5434,LMC567.06.82,-99.99,15.95,17.361,1.411,264.81,0.11,9085.2,0.029,0.203,69.2,154.4,-99.99,1,0.00614,0.00282,
OGLE-LMC-HB-0437,RG,6.259822,-69.133222,-99.99,-99.99,LMC568.18.5858,OGLE-LMC-ECL-40052,15.885,17.324,1.439,346.87,0.35,9094.7,0.032,0.331,89.3,37.9,-99.99,1,0.00358,0.002,
OGLE-LMC-HB-0438,RG,6.261628,-69.490056,-99.99,-99.99,LMC568.09.44,-99.99,15.094,16.751,1.657,545.46,0.97,9200.3,0.037,0.264,88,161,-99.99,1,0.00588,0.00355,
OGLE-LMC-HB-0439,RG,6.339261,-70.495722,-99.99,-99.99,LMC567.17.17,-99.99,14.885,16.551,1.666,433.61,0.45,9023.5,0.047,0.205,60.3,122.8,-99.99,1,0.011,0.001,
